kdrg_code,kdrg_name,aadrg_code,aadrg_name,partition,mdc_code,cc_level,relative_weight,arithmetic_mean_los
C0461,"망막 및 유리체 수술(망막주위막 제거술 미동반, 수정체 수술 미동반) - 경도",C046,"망막 및 유리체 수술(망막주위막 제거술 미동반, 수정체 수술 미동반)",S,,1,0.0,0.0
C0462,"망막 및 유리체 수술(망막주위막 제거술 미동반, 수정체 수술 미동반) - 중등도",C046,"망막 및 유리체 수술(망막주위막 제거술 미동반, 수정체 수술 미동반)",S,,2,0.0,0.0
C0463,"망막 및 유리체 수술(망막주위막 제거술 미동반, 수정체 수술 미동반) - 중증",C046,"망막 및 유리체 수술(망막주위막 제거술 미동반, 수정체 수술 미동반)",S,,3,0.0,0.0
C0464,"망막 및 유리체 수술(망막주위막 제거술 미동반, 수정체 수술 미동반) - 최중증",C046,"망막 및 유리체 수술(망막주위막 제거술 미동반, 수정체 수술 미동반)",S,,4,0.0,0.0
C0465,"망막 및 유리체 수술(망막주위막 제거술 미동반, 수정체 수술 미동반) - 특수1",C046,"망막 및 유리체 수술(망막주위막 제거술 미동반, 수정체 수술 미동반)",S,,5,0.0,0.0
C0466,"망막 및 유리체 수술(망막주위막 제거술 미동반, 수정체 수술 미동반) - 특수2",C046,"망막 및 유리체 수술(망막주위막 제거술 미동반, 수정체 수술 미동반)",S,,6,0.0,0.0
C0467,"망막 및 유리체 수술(망막주위막 제거술 미동반, 수정체 수술 미동반) - 특수3",C046,"망막 및 유리체 수술(망막주위막 제거술 미동반, 수정체 수술 미동반)",S,,7,0.0,0.0
C0468,"망막 및 유리체 수술(망막주위막 제거술 미동반, 수정체 수술 미동반) - 특수4",C046,"망막 및 유리체 수술(망막주위막 제거술 미동반, 수정체 수술 미동반)",S,,8,0.0,0.0
C0469,"망막 및 유리체 수술(망막주위막 제거술 미동반, 수정체 수술 미동반) - 특수5",C046,"망막 및 유리체 수술(망막주위막 제거술 미동반, 수정체 수술 미동반)",S,,9,0.0,0.0
C0510,주요 각막이식수술,C051,주요 각막이식수술,S,,0,0.0,0.0
C0511,주요 각막이식수술 - 경도,C051,주요 각막이식수술,S,,1,0.0,0.0
C0512,주요 각막이식수술 - 중등도,C051,주요 각막이식수술,S,,2,0.0,0.0
C0513,주요 각막이식수술 - 중증,C051,주요 각막이식수술,S,,3,0.0,0.0
C0514,주요 각막이식수술 - 최중증,C051,주요 각막이식수술,S,,4,0.0,0.0
C0515,주요 각막이식수술 - 특수1,C051,주요 각막이식수술,S,,5,0.0,0.0
C0516,주요 각막이식수술 - 특수2,C051,주요 각막이식수술,S,,6,0.0,0.0
C0517,주요 각막이식수술 - 특수3,C051,주요 각막이식수술,S,,7,0.0,0.0
C0518,주요 각막이식수술 - 특수4,C051,주요 각막이식수술,S,,8,0.0,0.0
C0519,주요 각막이식수술 - 특수5,C051,주요 각막이식수술,S,,9,0.0,0.0
C0520,기타 각막이식수술,C052,기타 각막이식수술,S,,0,0.0,0.0
C0521,기타 각막이식수술 - 경도,C052,기타 각막이식수술,S,,1,0.0,0.0
C0522,기타 각막이식수술 - 중등도,C052,기타 각막이식수술,S,,2,0.0,0.0
C0523,기타 각막이식수술 - 중증,C052,기타 각막이식수술,S,,3,0.0,0.0
C0524,기타 각막이식수술 - 최중증,C052,기타 각막이식수술,S,,4,0.0,0.0
C0525,기타 각막이식수술 - 특수1,C052,기타 각막이식수술,S,,5,0.0,0.0
C0526,기타 각막이식수술 - 특수2,C052,기타 각막이식수술,S,,6,0.0,0.0
C0527,기타 각막이식수술 - 특수3,C052,기타 각막이식수술,S,,7,0.0,0.0
C0528,기타 각막이식수술 - 특수4,C052,기타 각막이식수술,S,,8,0.0,0.0
C0529,기타 각막이식수술 - 특수5,C052,기타 각막이식수술,S,,9,0.0,0.0
C0530,공막 및 각막윤부이식수술,C053,공막 및 각막윤부이식수술,S,,0,0.0,0.0
C0531,공막 및 각막윤부이식수술 - 경도,C053,공막 및 각막윤부이식수술,S,,1,0.0,0.0
C0532,공막 및 각막윤부이식수술 - 중등도,C053,공막 및 각막윤부이식수술,S,,2,0.0,0.0
C0533,공막 및 각막윤부이식수술 - 중증,C053,공막 및 각막윤부이식수술,S,,3,0.0,0.0
C0534,공막 및 각막윤부이식수술 - 최중증,C053,공막 및 각막윤부이식수술,S,,4,0.0,0.0
C0535,공막 및 각막윤부이식수술 - 특수1,C053,공막 및 각막윤부이식수술,S,,5,0.0,0.0
C0536,공막 및 각막윤부이식수술 - 특수2,C053,공막 및 각막윤부이식수술,S,,6,0.0,0.0
C0537,공막 및 각막윤부이식수술 - 특수3,C053,공막 및 각막윤부이식수술,S,,7,0.0,0.0
C0538,공막 및 각막윤부이식수술 - 특수4,C053,공막 및 각막윤부이식수술,S,,8,0.0,0.0
C0539,공막 및 각막윤부이식수술 - 특수5,C053,공막 및 각막윤부이식수술,S,,9,0.0,0.0
C0610,"주요 수정체 소절개 수술 (유리체 절제술 유무와 무관), 한쪽",C061,"주요 수정체 소절개 수술 (유리체 절제술 유무와 무관), 한쪽",S,,0,0.0,0.0
C0611,"주요 수정체 소절개 수술 (유리체 절제술 유무와 무관), 한쪽 - 경도",C061,"주요 수정체 소절개 수술 (유리체 절제술 유무와 무관), 한쪽",S,,1,0.0,0.0
C0612,"주요 수정체 소절개 수술 (유리체 절제술 유무와 무관), 한쪽 - 중등도",C061,"주요 수정체 소절개 수술 (유리체 절제술 유무와 무관), 한쪽",S,,2,0.0,0.0
C0613,"주요 수정체 소절개 수술 (유리체 절제술 유무와 무관), 한쪽 - 중증",C061,"주요 수정체 소절개 수술 (유리체 절제술 유무와 무관), 한쪽",S,,3,0.0,0.0
C0614,"주요 수정체 소절개 수술 (유리체 절제술 유무와 무관), 한쪽 - 최중증",C061,"주요 수정체 소절개 수술 (유리체 절제술 유무와 무관), 한쪽",S,,4,0.0,0.0
C0615,"주요 수정체 소절개 수술 (유리체 절제술 유무와 무관), 한쪽 - 특수1",C061,"주요 수정체 소절개 수술 (유리체 절제술 유무와 무관), 한쪽",S,,5,0.0,0.0
C0616,"주요 수정체 소절개 수술 (유리체 절제술 유무와 무관), 한쪽 - 특수2",C061,"주요 수정체 소절개 수술 (유리체 절제술 유무와 무관), 한쪽",S,,6,0.0,0.0
C0617,"주요 수정체 소절개 수술 (유리체 절제술 유무와 무관), 한쪽 - 특수3",C061,"주요 수정체 소절개 수술 (유리체 절제술 유무와 무관), 한쪽",S,,7,0.0,0.0
C0618,"주요 수정체 소절개 수술 (유리체 절제술 유무와 무관), 한쪽 - 특수4",C061,"주요 수정체 소절개 수술 (유리체 절제술 유무와 무관), 한쪽",S,,8,0.0,0.0
C0619,"주요 수정체 소절개 수술 (유리체 절제술 유무와 무관), 한쪽 - 특수5",C061,"주요 수정체 소절개 수술 (유리체 절제술 유무와 무관), 한쪽",S,,9,0.0,0.0
C0620,"기타 수정체 소절개 수술 (유리체 절제술 유무와 무관), 한쪽",C062,"기타 수정체 소절개 수술 (유리체 절제술 유무와 무관), 한쪽",S,,0,0.0,0.0
C0621,"기타 수정체 소절개 수술 (유리체 절제술 유무와 무관), 한쪽 - 경도",C062,"기타 수정체 소절개 수술 (유리체 절제술 유무와 무관), 한쪽",S,,1,0.0,0.0
C0622,"기타 수정체 소절개 수술 (유리체 절제술 유무와 무관), 한쪽 - 중등도",C062,"기타 수정체 소절개 수술 (유리체 절제술 유무와 무관), 한쪽",S,,2,0.0,0.0
C0623,"기타 수정체 소절개 수술 (유리체 절제술 유무와 무관), 한쪽 - 중증",C062,"기타 수정체 소절개 수술 (유리체 절제술 유무와 무관), 한쪽",S,,3,0.0,0.0
C0624,"기타 수정체 소절개 수술 (유리체 절제술 유무와 무관), 한쪽 - 최중증",C062,"기타 수정체 소절개 수술 (유리체 절제술 유무와 무관), 한쪽",S,,4,0.0,0.0
C0625,"기타 수정체 소절개 수술 (유리체 절제술 유무와 무관), 한쪽 - 특수1",C062,"기타 수정체 소절개 수술 (유리체 절제술 유무와 무관), 한쪽",S,,5,0.0,0.0
C0626,"기타 수정체 소절개 수술 (유리체 절제술 유무와 무관), 한쪽 - 특수2",C062,"기타 수정체 소절개 수술 (유리체 절제술 유무와 무관), 한쪽",S,,6,0.0,0.0
C0627,"기타 수정체 소절개 수술 (유리체 절제술 유무와 무관), 한쪽 - 특수3",C062,"기타 수정체 소절개 수술 (유리체 절제술 유무와 무관), 한쪽",S,,7,0.0,0.0
C0628,"기타 수정체 소절개 수술 (유리체 절제술 유무와 무관), 한쪽 - 특수4",C062,"기타 수정체 소절개 수술 (유리체 절제술 유무와 무관), 한쪽",S,,8,0.0,0.0
C0629,"기타 수정체 소절개 수술 (유리체 절제술 유무와 무관), 한쪽 - 특수5",C062,"기타 수정체 소절개 수술 (유리체 절제술 유무와 무관), 한쪽",S,,9,0.0,0.0
C0630,"주요 수정체 소절개 수술 (유리체 절제술 유무와 무관), 양쪽",C063,"주요 수정체 소절개 수술 (유리체 절제술 유무와 무관), 양쪽",S,,0,0.0,0.0
C0631,"주요 수정체 소절개 수술 (유리체 절제술 유무와 무관), 양쪽 - 경도",C063,"주요 수정체 소절개 수술 (유리체 절제술 유무와 무관), 양쪽",S,,1,0.0,0.0
C0632,"주요 수정체 소절개 수술 (유리체 절제술 유무와 무관), 양쪽 - 중등도",C063,"주요 수정체 소절개 수술 (유리체 절제술 유무와 무관), 양쪽",S,,2,0.0,0.0
C0633,"주요 수정체 소절개 수술 (유리체 절제술 유무와 무관), 양쪽 - 중증",C063,"주요 수정체 소절개 수술 (유리체 절제술 유무와 무관), 양쪽",S,,3,0.0,0.0
C0634,"주요 수정체 소절개 수술 (유리체 절제술 유무와 무관), 양쪽 - 최중증",C063,"주요 수정체 소절개 수술 (유리체 절제술 유무와 무관), 양쪽",S,,4,0.0,0.0
C0635,"주요 수정체 소절개 수술 (유리체 절제술 유무와 무관), 양쪽 - 특수1",C063,"주요 수정체 소절개 수술 (유리체 절제술 유무와 무관), 양쪽",S,,5,0.0,0.0
C0636,"주요 수정체 소절개 수술 (유리체 절제술 유무와 무관), 양쪽 - 특수2",C063,"주요 수정체 소절개 수술 (유리체 절제술 유무와 무관), 양쪽",S,,6,0.0,0.0
C0637,"주요 수정체 소절개 수술 (유리체 절제술 유무와 무관), 양쪽 - 특수3",C063,"주요 수정체 소절개 수술 (유리체 절제술 유무와 무관), 양쪽",S,,7,0.0,0.0
C0638,"주요 수정체 소절개 수술 (유리체 절제술 유무와 무관), 양쪽 - 특수4",C063,"주요 수정체 소절개 수술 (유리체 절제술 유무와 무관), 양쪽",S,,8,0.0,0.0
C0639,"주요 수정체 소절개 수술 (유리체 절제술 유무와 무관), 양쪽 - 특수5",C063,"주요 수정체 소절개 수술 (유리체 절제술 유무와 무관), 양쪽",S,,9,0.0,0.0
C0640,"기타 수정체 소절개 수술 (유리체 절제술 유무와 무관), 양쪽",C064,"기타 수정체 소절개 수술 (유리체 절제술 유무와 무관), 양쪽",S,,0,0.0,0.0
C0641,"기타 수정체 소절개 수술 (유리체 절제술 유무와 무관), 양쪽 - 경도",C064,"기타 수정체 소절개 수술 (유리체 절제술 유무와 무관), 양쪽",S,,1,0.0,0.0
C0642,"기타 수정체 소절개 수술 (유리체 절제술 유무와 무관), 양쪽 - 중등도",C064,"기타 수정체 소절개 수술 (유리체 절제술 유무와 무관), 양쪽",S,,2,0.0,0.0
C0643,"기타 수정체 소절개 수술 (유리체 절제술 유무와 무관), 양쪽 - 중증",C064,"기타 수정체 소절개 수술 (유리체 절제술 유무와 무관), 양쪽",S,,3,0.0,0.0
C0644,"기타 수정체 소절개 수술 (유리체 절제술 유무와 무관), 양쪽 - 최중증",C064,"기타 수정체 소절개 수술 (유리체 절제술 유무와 무관), 양쪽",S,,4,0.0,0.0
C0645,"기타 수정체 소절개 수술 (유리체 절제술 유무와 무관), 양쪽 - 특수1",C064,"기타 수정체 소절개 수술 (유리체 절제술 유무와 무관), 양쪽",S,,5,0.0,0.0
C0646,"기타 수정체 소절개 수술 (유리체 절제술 유무와 무관), 양쪽 - 특수2",C064,"기타 수정체 소절개 수술 (유리체 절제술 유무와 무관), 양쪽",S,,6,0.0,0.0
C0647,"기타 수정체 소절개 수술 (유리체 절제술 유무와 무관), 양쪽 - 특수3",C064,"기타 수정체 소절개 수술 (유리체 절제술 유무와 무관), 양쪽",S,,7,0.0,0.0
C0648,"기타 수정체 소절개 수술 (유리체 절제술 유무와 무관), 양쪽 - 특수4",C064,"기타 수정체 소절개 수술 (유리체 절제술 유무와 무관), 양쪽",S,,8,0.0,0.0
C0649,"기타 수정체 소절개 수술 (유리체 절제술 유무와 무관), 양쪽 - 특수5",C064,"기타 수정체 소절개 수술 (유리체 절제술 유무와 무관), 양쪽",S,,9,0.0,0.0
C0710,"주요 수정체 대절개 수술 (유리체 절제술 유무와 무관), 한쪽",C071,"주요 수정체 대절개 수술 (유리체 절제술 유무와 무관), 한쪽",S,,0,0.0,0.0
C0711,"주요 수정체 대절개 수술 (유리체 절제술 유무와 무관), 한쪽 - 경도",C071,"주요 수정체 대절개 수술 (유리체 절제술 유무와 무관), 한쪽",S,,1,0.0,0.0
C0712,"주요 수정체 대절개 수술 (유리체 절제술 유무와 무관), 한쪽 - 중등도",C071,"주요 수정체 대절개 수술 (유리체 절제술 유무와 무관), 한쪽",S,,2,0.0,0.0
C0713,"주요 수정체 대절개 수술 (유리체 절제술 유무와 무관), 한쪽 - 중증",C071,"주요 수정체 대절개 수술 (유리체 절제술 유무와 무관), 한쪽",S,,3,0.0,0.0
C0714,"주요 수정체 대절개 수술 (유리체 절제술 유무와 무관), 한쪽 - 최중증",C071,"주요 수정체 대절개 수술 (유리체 절제술 유무와 무관), 한쪽",S,,4,0.0,0.0
C0715,"주요 수정체 대절개 수술 (유리체 절제술 유무와 무관), 한쪽 - 특수1",C071,"주요 수정체 대절개 수술 (유리체 절제술 유무와 무관), 한쪽",S,,5,0.0,0.0
C0716,"주요 수정체 대절개 수술 (유리체 절제술 유무와 무관), 한쪽 - 특수2",C071,"주요 수정체 대절개 수술 (유리체 절제술 유무와 무관), 한쪽",S,,6,0.0,0.0
C0717,"주요 수정체 대절개 수술 (유리체 절제술 유무와 무관), 한쪽 - 특수3",C071,"주요 수정체 대절개 수술 (유리체 절제술 유무와 무관), 한쪽",S,,7,0.0,0.0
C0718,"주요 수정체 대절개 수술 (유리체 절제술 유무와 무관), 한쪽 - 특수4",C071,"주요 수정체 대절개 수술 (유리체 절제술 유무와 무관), 한쪽",S,,8,0.0,0.0
C0719,"주요 수정체 대절개 수술 (유리체 절제술 유무와 무관), 한쪽 - 특수5",C071,"주요 수정체 대절개 수술 (유리체 절제술 유무와 무관), 한쪽",S,,9,0.0,0.0
C0720,"기타 수정체 대절개 수술 (유리체 절제술 유무와 무관), 한쪽",C072,"기타 수정체 대절개 수술 (유리체 절제술 유무와 무관), 한쪽",S,,0,0.0,0.0
C0721,"기타 수정체 대절개 수술 (유리체 절제술 유무와 무관), 한쪽 - 경도",C072,"기타 수정체 대절개 수술 (유리체 절제술 유무와 무관), 한쪽",S,,1,0.0,0.0
C0722,"기타 수정체 대절개 수술 (유리체 절제술 유무와 무관), 한쪽 - 중등도",C072,"기타 수정체 대절개 수술 (유리체 절제술 유무와 무관), 한쪽",S,,2,0.0,0.0
C0723,"기타 수정체 대절개 수술 (유리체 절제술 유무와 무관), 한쪽 - 중증",C072,"기타 수정체 대절개 수술 (유리체 절제술 유무와 무관), 한쪽",S,,3,0.0,0.0
C0724,"기타 수정체 대절개 수술 (유리체 절제술 유무와 무관), 한쪽 - 최중증",C072,"기타 수정체 대절개 수술 (유리체 절제술 유무와 무관), 한쪽",S,,4,0.0,0.0
C0725,"기타 수정체 대절개 수술 (유리체 절제술 유무와 무관), 한쪽 - 특수1",C072,"기타 수정체 대절개 수술 (유리체 절제술 유무와 무관), 한쪽",S,,5,0.0,0.0
C0726,"기타 수정체 대절개 수술 (유리체 절제술 유무와 무관), 한쪽 - 특수2",C072,"기타 수정체 대절개 수술 (유리체 절제술 유무와 무관), 한쪽",S,,6,0.0,0.0
C0727,"기타 수정체 대절개 수술 (유리체 절제술 유무와 무관), 한쪽 - 특수3",C072,"기타 수정체 대절개 수술 (유리체 절제술 유무와 무관), 한쪽",S,,7,0.0,0.0
C0728,"기타 수정체 대절개 수술 (유리체 절제술 유무와 무관), 한쪽 - 특수4",C072,"기타 수정체 대절개 수술 (유리체 절제술 유무와 무관), 한쪽",S,,8,0.0,0.0
C0729,"기타 수정체 대절개 수술 (유리체 절제술 유무와 무관), 한쪽 - 특수5",C072,"기타 수정체 대절개 수술 (유리체 절제술 유무와 무관), 한쪽",S,,9,0.0,0.0
C0730,"수정체 대절개 수술 (유리체 절제술 유무와 무관), 양쪽",C073,"수정체 대절개 수술 (유리체 절제술 유무와 무관), 양쪽",S,,0,0.0,0.0
C0731,"수정체 대절개 수술 (유리체 절제술 유무와 무관), 양쪽 - 경도",C073,"수정체 대절개 수술 (유리체 절제술 유무와 무관), 양쪽",S,,1,0.0,0.0
C0732,"수정체 대절개 수술 (유리체 절제술 유무와 무관), 양쪽 - 중등도",C073,"수정체 대절개 수술 (유리체 절제술 유무와 무관), 양쪽",S,,2,0.0,0.0
C0733,"수정체 대절개 수술 (유리체 절제술 유무와 무관), 양쪽 - 중증",C073,"수정체 대절개 수술 (유리체 절제술 유무와 무관), 양쪽",S,,3,0.0,0.0
C0734,"수정체 대절개 수술 (유리체 절제술 유무와 무관), 양쪽 - 최중증",C073,"수정체 대절개 수술 (유리체 절제술 유무와 무관), 양쪽",S,,4,0.0,0.0
C0735,"수정체 대절개 수술 (유리체 절제술 유무와 무관), 양쪽 - 특수1",C073,"수정체 대절개 수술 (유리체 절제술 유무와 무관), 양쪽",S,,5,0.0,0.0
C0736,"수정체 대절개 수술 (유리체 절제술 유무와 무관), 양쪽 - 특수2",C073,"수정체 대절개 수술 (유리체 절제술 유무와 무관), 양쪽",S,,6,0.0,0.0
C0737,"수정체 대절개 수술 (유리체 절제술 유무와 무관), 양쪽 - 특수3",C073,"수정체 대절개 수술 (유리체 절제술 유무와 무관), 양쪽",S,,7,0.0,0.0
C0738,"수정체 대절개 수술 (유리체 절제술 유무와 무관), 양쪽 - 특수4",C073,"수정체 대절개 수술 (유리체 절제술 유무와 무관), 양쪽",S,,8,0.0,0.0
C0739,"수정체 대절개 수술 (유리체 절제술 유무와 무관), 양쪽 - 특수5",C073,"수정체 대절개 수술 (유리체 절제술 유무와 무관), 양쪽",S,,9,0.0,0.0
C0800,후발성 백내장 수술,C080,후발성 백내장 수술,S,,0,0.0,0.0
C0801,후발성 백내장 수술 - 경도,C080,후발성 백내장 수술,S,,1,0.0,0.0
C0802,후발성 백내장 수술 - 중등도,C080,후발성 백내장 수술,S,,2,0.0,0.0
C0803,후발성 백내장 수술 - 중증,C080,후발성 백내장 수술,S,,3,0.0,0.0
C0804,후발성 백내장 수술 - 최중증,C080,후발성 백내장 수술,S,,4,0.0,0.0
C0805,후발성 백내장 수술 - 특수1,C080,후발성 백내장 수술,S,,5,0.0,0.0
